player,dealer,action,value
20,8,0,-0.8356710345066916
20,8,1,-0.8374584565024846
19,8,0,-0.8421455438597082
19,8,1,-0.8439329658555013
11,8,0,-0.893941618683842
11,8,1,-0.8957290406796351
12,8,0,-0.8874671093308253
12,8,1,-0.8892545313266184
13,8,0,-0.8809925999778087
13,8,1,-0.8827800219736017
20,4,0,-0.35309042372317845
20,4,1,-0.3548778457189716
10,4,0,-0.4178355172533458
10,4,1,-0.4196229392491389
19,4,0,-0.3595649330761952
19,4,1,-0.3613523550719883
17,4,0,-0.3725139517822286
17,4,1,-0.37430137377802175
18,4,0,-0.36603944242921194
18,4,1,-0.36782686442500506
7,4,0,-0.43725904531239596
7,4,1,-0.4390464673081891
9,4,0,-0.42431002660636247
9,4,1,-0.4260974486021556
12,2,0,-0.16359619315555576
12,2,1,-0.16538361515134886
13,2,0,-0.15712168380253905
13,2,1,-0.15890910579833215
20,2,0,-0.11180011833142192
20,2,1,-0.11358754032721502
18,2,0,-0.12474913703745538
18,2,1,-0.12653655903324848
12,5,0,-0.5255316512431905
12,5,1,-0.5273190732389835
20,5,0,-0.47373557641905667
20,5,1,-0.4755229984148498
17,5,0,-0.49315910447810685
17,5,1,-0.4949465264739
14,5,0,-0.5125826325371571
14,5,1,-0.5143700545329501
15,5,0,-0.5061081231841403
15,5,1,-0.5078955451799334
21,5,0,-0.4672610670660399
21,5,1,-0.46904848906183305
6,10,0,-1.167604470840682
6,10,1,-1.1693918928364753
14,10,0,-1.1158083960165484
14,10,1,-1.1175958180123415
20,10,0,-1.076961339898448
20,10,1,-1.078748761894241
13,10,0,-1.122282905369565
13,10,1,-1.1240703273653583
15,10,0,-1.1093338866635316
15,10,1,-1.1111213086593248
11,10,0,-1.1352319240755986
11,10,1,-1.1370193460713918
18,10,0,-1.0899103586044814
18,10,1,-1.0916977806002746
12,10,0,-1.1287574147225818
12,10,1,-1.130544836718375
19,10,0,-1.0834358492514646
19,10,1,-1.0852232712472578
8,7,0,-0.792719994047014
8,7,1,-0.7945074160428071
9,7,0,-0.7862454846939972
9,7,1,-0.7880329066897903
10,7,0,-0.7797709753409805
10,7,1,-0.7815583973367736
12,7,0,-0.766821956634947
12,7,1,-0.7686093786307401
5,8,0,-0.9327886748019425
5,8,1,-0.9345760967977356
14,8,0,-0.8745180906247919
14,8,1,-0.876305512620585
15,8,0,-0.8680435812717752
15,8,1,-0.8698310032675682
4,8,0,-0.9392631841549592
4,8,1,-0.9410506061507523
17,8,0,-0.8550945625657417
17,8,1,-0.8568819845615347
18,8,0,-0.8486200532127249
18,8,1,-0.850407475208518
19,2,0,-0.11827462768443865
19,2,1,-0.12006204968023175
15,2,0,-0.14417266509650556
15,2,1,-0.14596008709229866
15,6,0,-0.6267532758800186
15,6,1,-0.6285406978758117
6,6,0,-0.6850238600571692
6,6,1,-0.6868112820529623
9,6,0,-0.665600331998119
9,6,1,-0.667387753993912
19,6,0,-0.6008552384679516
19,6,1,-0.6026426604637447
8,6,0,-0.6720748413511357
8,6,1,-0.6738622633469288
18,6,0,-0.6073297478209684
18,6,1,-0.6091171698167615
5,6,0,-0.6914983694101859
5,6,1,-0.693285791405979
14,6,0,-0.6332277852330354
14,6,1,-0.6350152072288284
11,6,0,-0.6526513132920855
11,6,1,-0.6544387352878785
16,11,0,-1.2235045300063931
16,11,1,-1.2252919520021863
12,11,0,-1.2494025674184601
12,11,1,-1.2511899894142533
20,11,0,-1.1976064925943262
20,11,1,-1.1993939145901193
14,11,0,-1.2364535487124266
14,11,1,-1.2382409707082198
15,11,0,-1.2299790393594099
15,11,1,-1.231766461355203
11,5,0,-0.5320061605962072
11,5,1,-0.5337935825920003
15,3,0,-0.26481781779238384
15,3,1,-0.26660523978817696
10,3,0,-0.2971903645574675
10,3,1,-0.2989777865532606
18,3,0,-0.24539428973333363
18,3,1,-0.24718171172912673
8,2,0,-0.18949423056762268
8,2,1,-0.19128165256341578
16,6,0,-0.6202787665270019
16,6,1,-0.6220661885227949
12,6,0,-0.6461768039390687
12,6,1,-0.6479642259348618
20,6,0,-0.594380729114935
20,6,1,-0.5961681511107281
13,6,0,-0.6397022945860521
13,6,1,-0.6414897165818452
17,6,0,-0.6138042571739851
17,6,1,-0.6155916791697782
13,7,0,-0.7603474472819304
13,7,1,-0.7621348692777234
16,7,0,-0.7409239192228801
16,7,1,-0.7427113412186732
19,7,0,-0.7215003911638299
19,7,1,-0.723287813159623
14,7,0,-0.7538729379289136
14,7,1,-0.7556603599247067
13,5,0,-0.5190571418901738
13,5,1,-0.5208445638859669
5,10,0,-1.1740789801936988
5,10,1,-1.175866402189492
18,9,0,-0.9692652059086031
18,9,1,-0.9710526279043962
14,9,0,-0.9951632433206701
14,9,1,-0.9969506653164631
12,9,0,-1.0081122620267036
12,9,1,-1.0098996840224967
20,9,0,-0.9563161872025696
20,9,1,-0.9581036091983627
21,9,0,-0.9498416778495529
21,9,1,-0.9516290998453459
9,9,0,-1.0275357900857538
9,9,1,-1.029323212081547
15,9,0,-0.9886887339676533
15,9,1,-0.9904761559634464
16,5,0,-0.4996336138311236
16,5,1,-0.5014210358269167
16,10,0,-1.1028593773105149
16,10,1,-1.104646799306308
7,10,0,-1.1611299614876653
7,10,1,-1.1629173834834585
17,10,0,-1.0963848679574981
17,10,1,-1.0981722899532913
13,4,0,-0.39841198919429555
13,4,1,-0.40019941119008867
14,4,0,-0.3919374798412788
14,4,1,-0.39372490183707193
16,4,0,-0.37898846113524537
16,4,1,-0.3807758831310385
6,5,0,-0.5643787073612909
6,5,1,-0.566166129357084
10,5,0,-0.538480669949224
10,5,1,-0.540268091945017
18,5,0,-0.4866845951250901
18,5,1,-0.48847201712088323
7,6,0,-0.6785493507041525
7,6,1,-0.6803367726999455
9,10,0,-1.148180942781632
9,10,1,-1.1499683647774253
20,7,0,-0.7150258818108133
20,7,1,-0.7168133038066064
9,5,0,-0.5449551793022407
9,5,1,-0.5467426012980338
19,5,0,-0.4802100857720734
19,5,1,-0.48199750776786654
15,4,0,-0.3854629704882621
15,4,1,-0.38725039248405524
11,3,0,-0.29071585520445076
11,3,1,-0.2925032772002439
17,3,0,-0.25186879908635035
17,3,1,-0.2536562210821435
16,3,0,-0.2583433084393671
16,3,1,-0.2601307304351602
13,3,0,-0.27776683649841727
13,3,1,-0.2795542584942104
19,3,0,-0.23891978038031692
19,3,1,-0.24070720237611
15,7,0,-0.7473984285758969
15,7,1,-0.74918585057169
4,7,0,-0.818618031459081
4,7,1,-0.820405453454874
10,10,0,-1.1417064334286153
10,10,1,-1.1434938554244085
14,3,0,-0.2712923271454005
14,3,1,-0.27307974914119365
12,3,0,-0.284241345851434
12,3,1,-0.28602876784722714
21,3,0,-0.22597076167428343
21,3,1,-0.22775818367007652
20,3,0,-0.23244527102730017
20,3,1,-0.23423269302309327
16,8,0,-0.8615690719187584
16,8,1,-0.8633564939145515
8,10,0,-1.1546554521346488
8,10,1,-1.156442874130442
18,7,0,-0.7279749005168467
18,7,1,-0.7297623225126397
11,4,0,-0.41136100790032903
11,4,1,-0.41314842989612216
21,4,0,-0.3466159143701617
21,4,1,-0.34840333636595483
8,5,0,-0.5514296886552574
8,5,1,-0.5532171106510505
7,5,0,-0.5579041980082742
7,5,1,-0.5596916200040672
6,8,0,-0.9263141654489258
6,8,1,-0.9281015874447188
10,8,0,-0.9004161280368588
10,8,1,-0.9022035500326518
17,2,0,-0.13122364639047213
17,2,1,-0.13301106838626522
9,2,0,-0.18301972121460597
9,2,1,-0.18480714321039907
10,2,0,-0.17654521186158922
10,2,1,-0.17833263385738232
11,2,0,-0.17007070250857248
11,2,1,-0.17185812450436558
8,8,0,-0.9133651467428923
8,8,1,-0.9151525687386853
14,2,0,-0.1506471744495223
14,2,1,-0.1524345964453154
5,2,0,-0.2089177586266729
5,2,1,-0.210705180622466
17,9,0,-0.9757397152616198
17,9,1,-0.9775271372574129
9,8,0,-0.9068906373898755
9,8,1,-0.9086780593856686
7,9,0,-1.040484808791787
7,9,1,-1.0422722307875802
12,4,0,-0.4048864985473123
12,4,1,-0.4066739205431054
16,2,0,-0.13769815574348884
16,2,1,-0.13948557773928194
11,9,0,-1.0145867713797203
11,9,1,-1.0163741933755135
13,9,0,-1.0016377526736868
13,9,1,-1.00342517466948
19,9,0,-0.9627906965555864
19,9,1,-0.9645781185513794
17,7,0,-0.7344494098698634
17,7,1,-0.7362368318656565
7,2,0,-0.1959687399206394
7,2,1,-0.1977561619164325
10,11,0,-1.2623515861244936
10,11,1,-1.2641390081202868
19,11,0,-1.204081001947343
19,11,1,-1.205868423943136
8,11,0,-1.275300604830527
8,11,1,-1.2770880268263203
13,11,0,-1.2429280580654434
13,11,1,-1.2447154800612366
7,11,0,-1.2817751141835436
7,11,1,-1.2835625361793368
9,3,0,-0.3036648739104842
9,3,1,-0.3054522959062773
5,4,0,-0.4502080640184294
5,4,1,-0.4519954860142225
17,11,0,-1.2170300206533764
17,11,1,-1.2188174426491696
8,3,0,-0.31013938326350093
8,3,1,-0.31192680525929406
8,4,0,-0.4307845359593792
8,4,1,-0.43257195795517234
10,9,0,-1.021061280732737
10,9,1,-1.0228487027285302
4,6,0,-0.6979728787632027
4,6,1,-0.6997603007589958
6,4,0,-0.44373355466541264
6,4,1,-0.44552097666120577
16,9,0,-0.9822142246146366
16,9,1,-0.9840016466104297
18,11,0,-1.2105555113003597
18,11,1,-1.2123429332961528
6,11,0,-1.2882496235365604
6,11,1,-1.2900370455323535
5,11,0,-1.294724132889577
5,11,1,-1.2965115548853703
6,3,0,-0.32308840196953437
6,3,1,-0.3248758239653275
11,7,0,-0.7732964659879638
11,7,1,-0.7750838879837568
8,9,0,-1.0340102994387705
8,9,1,-1.0357977214345637
10,6,0,-0.6591258226451022
10,6,1,-0.6609132446408953
7,3,0,-0.3166138926165177
7,3,1,-0.3184013146123108
6,2,0,-0.20244324927365615
6,2,1,-0.20423067126944924
7,7,0,-0.7991945034000307
7,7,1,-0.8009819253958238
5,5,0,-0.5708532167143077
5,5,1,-0.5726406387101007
9,11,0,-1.2688260954775104
9,11,1,-1.2706135174733035
11,11,0,-1.2558770767714769
11,11,1,-1.25766449876727
4,10,0,-1.1805534895467156
4,10,1,-1.1823409115425088
5,3,0,-0.3295629113225511
5,3,1,-0.33135033331834424
7,8,0,-0.919839656095909
7,8,1,-0.9216270780917021
5,7,0,-0.8121435221060642
5,7,1,-0.8139309441018573
5,9,0,-1.0534338274978206
5,9,1,-1.0552212494936137
6,7,0,-0.8056690127530475
6,7,1,-0.8074564347488405
6,9,0,-1.0469593181448038
6,9,1,-1.048746740140597
4,4,0,-0.45668257337144613
4,4,1,-0.45846999536723926
4,5,0,-0.5773277260673244
4,5,1,-0.5791151480631175
4,11,0,-1.3011986422425939
4,11,1,-1.302986064238387
4,3,0,-0.33603742067556785
4,3,1,-0.337824842671361
4,9,0,-1.0599083368508373
4,9,1,-1.0616957588466305
4,2,0,-0.2153922679796896
4,2,1,-0.2171796899754827
21,10,0,-1.0704868305454311
21,10,1,-1.0722742525412243
21,11,0,-1.1911319832413094
21,11,1,-1.1929194052371026
21,2,0,-0.10532560897840518
21,2,1,-0.10711303097419828
21,7,0,-0.7085513724577965
21,7,1,-0.7103387944535896
21,6,0,-0.5879062197619183
21,6,1,-0.5896936417577113
21,8,0,-0.8291965251536748
21,8,1,-0.8309839471494679
