player,dealer,action,value
20,9,0,-0.433661543064076
20,9,1,-0.4310656637030838
13,9,0,-0.6465257509063906
13,9,1,-0.6439298715453984
11,4,0,-0.1285413215363515
11,4,1,-0.1259454421753593
16,4,0,0.02350454120815898
16,4,1,0.026100420569151194
17,4,0,0.05391371375706111
17,4,1,0.05650959311805332
14,4,0,-0.037313803889645225
14,4,1,-0.034717924528653014
13,4,0,-0.0677229764385473
13,4,1,-0.06512709707755508
15,10,0,-0.701467960702155
15,10,1,-0.6988720813411627
21,10,0,-0.5190129254087423
21,10,1,-0.5164170460477501
12,10,0,-0.7926954783488613
12,10,1,-0.7900995989878691
12,3,0,0.017628405906119193
12,3,1,0.020224285267111407
13,3,0,0.048037578455021324
13,3,1,0.050633457816013534
11,3,0,-0.012780766642782881
11,3,1,-0.010184887281790667
14,3,0,0.0784467510039234
14,3,1,0.08104263036491562
17,10,0,-0.6406496156043507
17,10,1,-0.6380537362433585
9,10,0,-0.8839229959955676
9,10,1,-0.8813271166345753
12,8,0,-0.5611743685617241
12,8,1,-0.5585784892007318
17,8,0,-0.4091285058172135
17,8,1,-0.4065326264562213
15,9,0,-0.5857074058085865
15,9,1,-0.5831115264475942
8,10,0,-0.9143321685444696
8,10,1,-0.9117362891834774
20,10,0,-0.5494220979576445
20,10,1,-0.5468262185966523
12,2,0,0.13338896079968787
12,2,1,0.13598484016068008
15,2,0,0.2246164784463942
15,2,1,0.2272123578073864
13,2,0,0.16379813334859
13,2,1,0.1663940127095822
20,5,0,0.02938067651019871
20,5,1,0.03197655587119092
17,5,0,-0.06184684113650751
17,5,1,-0.0592509617755153
18,5,0,-0.03143766858760544
18,5,1,-0.028841789226613224
12,4,0,-0.09813214898744943
12,4,1,-0.09553626962645721
12,5,0,-0.21389270388101805
12,5,1,-0.21129682452002585
9,5,0,-0.30512022152772433
9,5,1,-0.30252434216673213
18,9,0,-0.49447988816188015
18,9,1,-0.49188400880088795
14,9,0,-0.6161165783574886
14,9,1,-0.6135206989964963
20,4,0,0.14514123140376733
20,4,1,0.14773711076475954
15,4,0,-0.006904631340743095
15,4,1,-0.0043087519797508815
10,6,0,-0.390471603872391
10,6,1,-0.3878757245113988
13,6,0,-0.29924408622568466
13,6,1,-0.29664820686469245
14,6,0,-0.2688349136767826
14,6,1,-0.2662390343157904
8,8,0,-0.6828110587573324
8,8,1,-0.6802151793963401
12,7,0,-0.4454138136681554
12,7,1,-0.4428179343071632
20,7,0,-0.20214043327693865
20,7,1,-0.19954455391594644
6,10,0,-0.9751505136422739
6,10,1,-0.9725546342812816
13,10,0,-0.7622863057999592
13,10,1,-0.7596904264389669
10,10,0,-0.8535138234466655
10,10,1,-0.8509179440856732
14,10,0,-0.7318771332510571
